FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,CAPACITY
10004942,POCAHONTAS COUNTY JAIL,99 COURT SQUARE,POCAHONTAS,IA,50574,COUNTY,OPEN,-999,POCAHONTAS,19151,USA,10
10003355,LORAIN COUNTY JAIL,9896 MURRAY RIDGE RD,ELYRIA,OH,44035,COUNTY,OPEN,415,LORAIN,39093,USA,422
10003354,LORAIN / MEDINA COMMUNITY BASED CORRECTIONAL FACILITY,9892 MURRAY RIDGE RD,ELYRIA,OH,44035,STATE,OPEN,-999,LORAIN,39093,USA,80
10003730,DALLAS COUNTY JAIL,988 SELFIELD ROAD,SELMA,AL,36703,COUNTY,OPEN,180,DALLAS,1047,USA,180
10002294,BROOKLYN COMMUNITY CORRECTIONAL CENTER,988 MYRTLE AVE,BROOKLYN,NY,11206,STATE,OPEN,0,KINGS,36047,USA,-999
10000931,CORRIGAN-RADGOWSKI CORRECTIONAL CENTER,986 NORWICH-NEW LONDON TURNPIKE,UNCASVILLE,CT,6382,STATE,OPEN,1196,NEW LONDON,9011,USA,-999
10002713,WHEELER STATE JAIL,986 COUNTY RD AA,PLAINVIEW,TX,79072,STATE,OPEN,529,HALE,48189,USA,576
10000457,SUMTER WORK CAMP,9858 COUNTY RD 476B,BUSHNELL,FL,33513,STATE,OPEN,287,SUMTER,12119,USA,100
10003930,HARRIS COUNTY JAIL / SHERIFF,9825 STATE HIGHWAY 116,HAMILTON,GA,31811,COUNTY,OPEN,-999,HARRIS,13145,USA,-999
10001750,DAN RIVER PRISON WORK FARM,981 MURRAY RD,BLANCH,NC,27212,STATE,OPEN,614,CASWELL,37033,USA,640
10000192,CI REEVES COUNTY I & II,98 W COUNTY RD 204,PECOS,TX,79772,MULTI,OPEN,1255,REEVES,48389,USA,2407
10004691,HANCOCK COUNTY JAIL,98 BUCHANAN STREET,CARTHAGE,IL,62321,COUNTY,OPEN,-999,HANCOCK,17067,USA,43
10006350,DIXON SPRINGS IMPACT INCARCERATION PROGRAM (IIP),979 STATE HWY 146 W.,GOLCONDA,IL,62938,STATE,OPEN,33,POPE,17151,USA,-999
10000620,PINAL COUNTY ADULT DETENTION CENTER,971 JASON LOPEZ CIRCLE,FLORENCE,AZ,85132,COUNTY,OPEN,-999,PINAL,4021,USA,1503
10005449,KANE COUNTY JAIL,971 EAST KANEPLEX DR,KANAB,UT,84741,COUNTY,OPEN,-999,KANE,49025,USA,192
10004131,PATRICK J THOMAS JUVENILE JUSTICE CENTER,9701 PORTAL RD,PAPILLION,NE,68046,COUNTY,OPEN,9,SARPY,31153,USA,36
10004027,"CHARLES H HICKEY, JR. SCHOOL",9700 OLD HARFORD ROAD,PARKVILLE,MD,21234,STATE,OPEN,58,BALTIMORE,24005,USA,72
10001330,MCF - STILLWATER,970 PICKETT STREET,BAYPORT,MN,55003,STATE,OPEN,1580,WASHINGTON,27163,USA,1624
10000820,MONTEREY COUNTY YOUTH CENTER,970 CIRCLE DR,SALINAS,CA,93905,COUNTY,OPEN,-999,MONTEREY,6053,USA,85
10000283,WALKER STATE PRISON,97 KEVIN LANE,ROCK SPRING,GA,30739,STATE,OPEN,406,WALKER,13295,USA,444
10002906,VICTORIA REGIONAL JUVENILE JUSTICE FACILITY,97 FOSTER FIELD DR,VICTORIA,TX,77904,COUNTY,OPEN,44,VICTORIA,48469,USA,72
10000765,GOSHEN SECURE CENTER,97 CROSS RD,GOSHEN,NY,10924,STATE,OPEN,48,ORANGE,36071,USA,85
10000515,PALM BEACH YOUTH ACADEMY,9680 FAIRGROUNDS RD,PALM BEACH,FL,33411,STATE,OPEN,115,PALM BEACH,12099,USA,78
10001957,FOUNTAIN CORRECTIONAL FACILITY,9677 AL HWY 21 N,ATMORE,AL,36503,STATE,OPEN,1136,ESCAMBIA,1053,USA,1613
10000309,SMITH STATE PRISON & PROBATION CENTER,9676 UNITED STATES HIGHWAY 301 NORTH,GLENNVILLE,GA,30427,STATE,OPEN,1514,TATTNALL,13267,USA,1526
10000281,MCI - CONCORD,965 ELM ST,CONCORD,MA,1742,STATE,OPEN,727,MIDDLESEX,25017,USA,752
10005219,NEW CASTLE COUNTY DETENTION CENTER,963 CENTRE RD,WILMINGTON,DE,19805,STATE,OPEN,28,NEW CASTLE,10003,USA,64
10001357,SAGINAW CORRECTIONAL FACILITY,9625 PIERCE RD,FREELAND,MI,48623,STATE,OPEN,1463,SAGINAW,26145,USA,1488
10003543,SHELBY ADULT OFFENDER CENTER,961 SYCAMORE VIEW RD,MEMPHIS,TN,38134,COUNTY,OPEN,-999,SHELBY,47157,USA,768
10000154,CLEMENTS PRISON,9601 SPUR 591,AMARILLO,TX,79107,STATE,OPEN,3591,POTTER,48375,USA,3798
10006707,SACRAMENTO COUNTY YOUTH DETENTION FACILITY,9601 KIEFER BOULEVARD,SACRAMENTO,CA,95827,COUNTY,OPEN,-999,SACRAMENTO,6067,USA,-999
10001684,WASHINGTON CORRECTIONS CENTER FOR WOMEN,9601 BUJACICH RD NW,GIG HARBOR,WA,98332,STATE,OPEN,987,PIERCE,53053,USA,764
10003283,CHESTERFIELD JUVENILE DETENTION CENTER,9600 KRAUSE RD,CHESTERFIELD,VA,23832,COUNTY,OPEN,-999,CHESTERFIELD,51041,USA,90
10003496,NORTHWEST CORRECTIONAL COMPLEX,960 STATE ROUTE 212,TIPTONVILLE,TN,38079,STATE,OPEN,2343,LAKE,47095,USA,2436
10004302,IOWA COUNTY JAIL,960 FRANKLYN AVENUE,MARENGO,IA,52301,COUNTY,OPEN,-999,IOWA,19095,USA,-999
10006170,TREASURE COAST FORENSIC TREATMENT CENTER,96 SW ALLAPATTAH ROAD,INDIANTOWN,FL,34956,STATE,OPEN,-999,MARTIN,12085,USA,224
10002447,SAN JUAN COUNTY JAIL / SHERIFF,96 SECOND ST,FRIDAY HARBOR,WA,98250,COUNTY,OPEN,-999,SAN JUAN,53055,USA,-999
10003920,CARROLL COUNTY CORRECTIONAL INSTITUTION,96 HORSLEY MILL ROAD,CARROLLTON,GA,30117,COUNTY,OPEN,249,CARROLL,13045,USA,246
10006311,ALEXANDRIA STAGING FACILITY,96 GEORGE THOMPSON DR,ALEXANDRIA,LA,71303,FEDERAL,OPEN,-999,RAPIDES,22079,USA,400
10006505,FCI ENGLEWOOD CAMP,9595 WEST QUINCY AVENUE,LITTLETON,CO,80123,FEDERAL,OPEN,159,JEFFERSON,8059,USA,126
10004660,FCI ENGLEWOOD DETENTION CENTER,9595 WEST QUINCY AVENUE,LITTLETON,CO,80123,FEDERAL,OPEN,175,JEFFERSON,8059,USA,112
10004659,FCI ENGLEWOOD,9595 WEST QUINCY AVE,LITTLETON,CO,80123,FEDERAL,OPEN,637,JEFFERSON,8059,USA,393
10000703,FERRIS SCHOOL FOR BOYS,959 CENTRE RD,WILMINGTON,DE,19805,STATE,OPEN,-999,NEW CASTLE,10003,USA,72
10000455,SUMTER CORRECTIONAL INSTITUTION AND BASIC TRAINING UNIT,9544 COUNTY RD 476B,BUSHNELL,FL,33513,STATE,OPEN,1284,SUMTER,12119,USA,1639
10004035,METROPOLITAN TRANSITION CENTER,954 FORREST ST,BALTIMORE,MD,21202,STATE,OPEN,202,BALTIMORE (CITY),24510,USA,580
10002948,CAMERON COUNTY JAIL,954 E HARRISON ST,BROWNSVILLE,TX,78520,COUNTY,OPEN,1077,CAMERON,48061,USA,1746
10001312,SHUTTER CREEK CORRECTIONAL INSTITUTION,95200 SHUTTERS LANDING LANE,NORTH BEND,OR,97459,STATE,OPEN,290,COOS,41011,USA,302
10002422,LAFOURCHE PARISH DETENTION CENTER,952 HIGHWAY 3185,THIBODAUX,LA,70301,COUNTY,OPEN,196,LAFOURCHE,22057,USA,244
10002311,MENDOCINO COUNTY JAIL / SHERIFF,951 LOW GAP ROAD,UKIAH,CA,95482,COUNTY,OPEN,303,MENDOCINO,6045,USA,-999
10005695,GREENE COUNTY JAIL,951 FINCHES FERRY ROAD,EUTAW,AL,35462,COUNTY,OPEN,-999,GREENE,1063,USA,-999
10002240,COCONINO COUNTY DETENTION FACILITY,951 E SAWMILL RD,FLAGSTAFF,AZ,86001,COUNTY,OPEN,510,COCONINO,4005,USA,477
10004614,TAMPA RESIDENTIAL FACILITY,9508 EAST COLUMBUS DRIVE,TAMPA,FL,33619,STATE,OPEN,56,HILLSBOROUGH,12057,USA,60
10004616,HILLSBOROUGH GIRLS ACADEMY,9506 EAST COLUMBUS DRIVE,TAMPA,FL,33619,STATE,OPEN,13,HILLSBOROUGH,12057,USA,20
10006534,LAKE ACADEMY,9504 E COLUMBUS DRIVE,TAMPA,FL,33619,STATE,OPEN,41,HILLSBOROUGH,12057,USA,48
10004615,COLUMBUS YOUTH ACADEMY,9502 EAST COLUMBUS DRIVE,TAMPA,FL,33619,STATE,OPEN,40,HILLSBOROUGH,12057,USA,50
10005331,WEST VALLEY DETENTION CENTER,9500 ETIWANDA AVENUE,RANCHO CUCAMONGA,CA,91739,COUNTY,OPEN,2572,SAN BERNARDINO,6071,USA,3347
10002756,ROCKWALL COUNTY JAIL,950 T L TOWNSEND DR,ROCKWALL,TX,75087,COUNTY,OPEN,187,ROCKWALL,48397,USA,243
10004564,JOANN BRIDGES ACADEMY,950 SOUTHWEST GREENVILLE HILLS ROAD,GREENVILLE,FL,32331,STATE,OPEN,23,MADISON,12079,USA,28
10000685,SOUTHWESTERN ILLINOIS CORRECTIONAL CENTER,950 KINGSHIGHWAY ST,EAST ST LOUIS,IL,62203,STATE,OPEN,471,ST. CLAIR,17163,USA,763
10004724,SOUTHWESTERN ILLINOIS WORK CAMP,950 KINGSHIGHWAY ST,EAST ST LOUIS,IL,62203,STATE,OPEN,92,ST. CLAIR,17163,USA,92
10003551,DONALD W. WYATT DETENTION FACILITY,950 HIGH ST,CENTRAL FALLS,RI,2863,MULTI,OPEN,513,PROVIDENCE,44007,USA,770
10001949,3-B JUVENILE DETENTION CENTER,950 ENVIRONMENTAL WAY,IDAHO FALLS,ID,83402,STATE,OPEN,42,BONNEVILLE,16019,USA,24
10002669,SPARTANBURG COUNTY MAIN JAIL,950 CALIFORNIA AVE,SPARTANBURG,SC,29303,COUNTY,OPEN,662,SPARTANBURG,45083,USA,436
10003093,ALLEGHENY COUNTY JAIL,950 2ND AVE,PITTSBURGH,PA,15219,COUNTY,OPEN,2490,ALLEGHENY,42003,USA,3164
10000649,WILL COUNTY ADULT DETENTION FACILITY,95 SOUTH CHICAGO STREET,JOLIET,IL,60436,COUNTY,OPEN,803,WILL,17197,USA,1035
10004518,BRYAN COUNTY JAIL,95 PUBLIC SAFETY WAY,PEMBROKE,GA,31321,COUNTY,OPEN,-999,BRYAN,13029,USA,68
10004545,BRANTLEY COUNTY JAIL,95 JOHN WILSON STREET,NAHUNTA,GA,31553,COUNTY,OPEN,117,BRANTLEY,13025,USA,-999
10006125,SWAIN COUNTY JAIL / SHERIFF,95 BRENDLE STREET,BRYSON CITY,NC,28713,COUNTY,OPEN,-999,SWAIN,37173,USA,109
10002598,MILWAUKEE COUNTY CORRECTIONAL FACILITY,949 N 9TH ST,MILWAUKEE,WI,53233,COUNTY,OPEN,513,MILWAUKEE,55079,USA,520
10004077,RIVER BEND DETENTION CENTER PHASE I (FEMALE),9482 US HWY 65 S,LAKE PROVIDENCE,LA,71254,COUNTY,OPEN,-999,EAST CARROLL,22035,USA,264
10004076,RIVER BEND DETENTION CENTER PHASE II (MALE),9450 HWY 65 S,LAKE PROVIDENCE,LA,71254,COUNTY,OPEN,338,EAST CARROLL,22035,USA,1126
10002159,BRADFORD COUNTY JAIL / SHERIFF,945-B NORTH TEMPLE AVE,STARKE,FL,32091,COUNTY,OPEN,142,BRADFORD,12007,USA,-999
10000828,HIGH DESERT DETENTION CENTER,9438 COMMERCE WAY,ADELANTO,CA,92301,COUNTY,OPEN,1203,SAN BERNARDINO,6071,USA,700
10003367,CLIFF SKEEN COMMUNITY BASED CORRECTIONAL FACILITY FOR WOMEN,941 SHERMAN ST,AKRON,OH,44311,STATE,OPEN,-999,SUMMIT,39153,USA,45
10004070,WENDELL E SEARS YOUTH CENTER,9400 SEARS LN,POPLAR BLUFF,MO,63901,STATE,OPEN,53,BUTLER,29023,USA,60
10005144,BARAGA COUNTY JAIL,940 US HIGHWAY 41,L'ANSE,MI,49946,COUNTY,OPEN,21,BARAGA,26013,USA,26
10003522,RUTHERFORD COUNTY ADULT DETENTION CENTER,940 NEW SALEM HWY,MURFREESBORO,TN,37129,COUNTY,OPEN,912,RUTHERFORD,47149,USA,956
10003392,MARION CORRECTIONAL INSTITUTION,940 MARION-WILLIAMSPORT RD,MARION,OH,43302,STATE,OPEN,2296,MARION,39101,USA,2538
10005573,HENLEY YOUNG JUVENILE JUSTICE CENTER,940 EAST MCDOWELL ROAD,JACKSON,MS,39204,COUNTY,OPEN,-999,HINDS,28049,USA,84
10002621,BLOUNT COUNTY DETENTION FACILITY,940 E LAMAR ALEXANDER PKWY,MARYVILLE,TN,37804,COUNTY,OPEN,556,BLOUNT,47009,USA,350
10001444,GATEWAY BOYS RECOVERY CENTER,940 BRIDIER ST,JACKSONVILLE,FL,32206,STATE,OPEN,-999,DUVAL,12031,USA,25
10004811,SHERIDAN COUNTY JAIL,940 8TH STREET,HOXIE,KS,67740,COUNTY,OPEN,-999,SHERIDAN,20179,USA,6
10001191,WAIAWA CORRECTIONAL FACILITY,94-560 KAMEHAMEHA HWY,WAIPAHU,HI,96797,STATE,OPEN,238,HONOLULU,15003,USA,334
10000009,EASTERN REGIONAL JAIL,94 GRAPEVINE ROAD,MARTINSBURG,WV,25405,COUNTY,OPEN,392,BERKELEY,54003,USA,500
10001212,BIBB COUNTY JAIL,94 BIBB LANE,BRENT,AL,35034,COUNTY,OPEN,-999,BIBB,1007,USA,88
10000174,PRICE DANIEL UNIT,938 S FM 1673,SNYDER,TX,79549,STATE,OPEN,970,SCURRY,48415,USA,1384
10002607,STURTEVANT TRANSITIONAL FACILITY,9351 RAYNE RD,STURTEVANT,WI,53177,STATE,OPEN,149,RACINE,55101,USA,150
10000683,CENTRALIA CORRECTIONAL CENTER,9330 SHATTUC ROAD,CENTRALIA,IL,62801,STATE,OPEN,1281,CLINTON,17027,USA,1572
10002383,VIRGINIA PENINSULA REGIONAL JAIL,9320 MERRIMAC TRAIL,WILLIAMSBURG,VA,23185,COUNTY,OPEN,470,JAMES (CITY),51095,USA,612
10006158,PRINCE WILLIAM-MANASSAS CENTRAL FACILITY,9320 LEE AVE,MANASSAS,VA,20110,COUNTY,OPEN,-999,PRINCE WILLIAM,51153,USA,667
10006156,PRINCE WILLIAM-MANASSAS ADULT DETENTION CENTER,9320 LEE AVE,MANASSAS,VA,20110,COUNTY,OPEN,391,PRINCE WILLIAM,51153,USA,202
10006155,PRINCE WILLIAM-MANASSAS MODULAR JAIL,9320 LEE AVE,MANASSAS,VA,20110,COUNTY,OPEN,255,PRINCE WILLIAM,51153,USA,200
10001663,ST. MARY PARISH WORK RELEASE FACILITY,9311 UNITED STATES HIGHWAY 90 WEST SOUTH FRONTAGE,CENTERVILLE,LA,70522,COUNTY,OPEN,29,ST. MARY,22101,USA,46
10005935,ST. MARY LAW ENFORCEMENT CENTER,9311 HWY 90 WEST SOUTH FRONTAGE,CENTERVILLE,LA,70522,COUNTY,OPEN,195,ST. MARY,22101,USA,481
10001062,PENDLETON JUVENILE CORRECTIONAL FACILITY,9310 S STATE RD 67,PENDLETON,IN,46064,STATE,OPEN,188,MADISON,18095,USA,391
10006193,USP TUCSON CAMP,9300 SOUTH WILMOT,TUCSON,AZ,85756,FEDERAL,OPEN,134,PIMA,4019,USA,128
10000627,USP TUCSON,9300 S WILMOT RD,TUCSON,AZ,85756,FEDERAL,OPEN,1385,PIMA,4019,USA,972
10002709,YOUTH CENTER OF THE HIGH PLAINS,9300 S GEORGIA,AMARILLO,TX,79118,COUNTY,OPEN,-999,RANDALL,48381,USA,86
10003347,CUYAHOGA COUNTY JUVENILE DETENTION CENTER,9300 QUINCY AVE,CLEVELAND,OH,44106,COUNTY,OPEN,154,CUYAHOGA,39035,USA,-999
10002384,MERRIMAC JUVENILE DETENTION CENTER,9300 MERRIMAC TRAIL,WILLIAMSBURG,VA,23185,COUNTY,OPEN,-999,JAMES (CITY),51095,USA,48
10000760,LAKEVIEW SHOCK INCARCERATION CF - ANNEX,9300 LAKE AVE,BROCTON,NY,14716,STATE,OPEN,0,CHAUTAUQUA,36013,USA,160
10000759,LAKEVIEW SHOCK INCARCERATION CORRECTIONAL FACILITY,9300 LAKE AVE,BROCTON,NY,14716,STATE,OPEN,660,CHAUTAUQUA,36013,USA,862
10006791,JACKSON COUNTY YOUTH CENTER,930 FLEMING AVENUE,JACKSON,MI,49202,COUNTY,OPEN,-999,JACKSON,26075,USA,50
10001632,OZARK CORRECTIONAL CENTER,929 HONOR CAMP LANE,FORDLAND,MO,65652,STATE,OPEN,716,WEBSTER,29225,USA,750
10005286,COLUSA COUNTY JAIL,929 BRIDGE STREET,COLUSA,CA,95932,COUNTY,OPEN,80,COLUSA,6011,USA,92
10004176,ALEXANDER REGIONAL JUVENILE DETENTION CENTER,928 NC HWY 16 S,TAYLORSVILLE,NC,28681,STATE,OPEN,-999,ALEXANDER,37003,USA,24
10002614,KENOSHA COUNTY DOWNTOWN PRE-TRIAL FACILITY,927 54TH ST,KENOSHA,WI,53140,COUNTY,OPEN,188,KENOSHA,55059,USA,-999
10001550,BALTIMORE PRE-RELEASE UNIT,926 GREENMOUNT AVE,BALTIMORE,MD,21202,STATE,OPEN,193,BALTIMORE (CITY),24510,USA,201
10003714,KIMBERLY CITY JAIL,9256 STOUTS ROAD,KIMBERLY,AL,35091,LOCAL,OPEN,-999,JEFFERSON,1073,USA,-999
10005626,JENNINGS COUNTY JAIL,925 SOUTH STATE STREET,NORTH VERNON,IN,47265,COUNTY,OPEN,-999,JENNINGS,18079,USA,-999
10004871,WILSON COUNTY JAIL,925 PIERCE STREET,FREDONIA,KS,66736,COUNTY,OPEN,-999,WILSON,20205,USA,-999
10005284,WAYNE BROWN CORRECTIONAL FACILITY,925 MAIDU AVENUE,NEVADA CITY,CA,95959,COUNTY,OPEN,197,NEVADA,6057,USA,250
10002026,BECKER COUNTY JAIL,925 LAKE AVENUE,DETROIT LAKES,MN,56501,COUNTY,OPEN,39,BECKER,27005,USA,48
10004919,HENDRICKS COUNTY JAIL,925 E MAIN ST,DANVILLE,IN,46122,COUNTY,OPEN,246,HENDRICKS,18063,USA,-999
10003955,HUALAPAI ADULT DETENTION CENTER,924 RODEO WAY,PEACH SPRINGS,AZ,86434,LOCAL,OPEN,-999,MOHAVE,4015,USA,40
10006672,APPALACHIAN DETENTION AND DIVERSION CENTER,924 CLIFTON FARM ROAD,HONAKER,VA,24260,STATE,OPEN,53,RUSSELL,51167,USA,106
10001451,GILCHRIST COUNTY JAIL,9239 S US HWY 129,TRENTON,FL,32693,COUNTY,OPEN,10,GILCHRIST,12041,USA,-999
10003417,MULTI-COUNTY JUVENILE DETENTION CENTER,923 LIBERTY DR,LANCASTER,OH,43130,COUNTY,OPEN,-999,FAIRFIELD,39045,USA,48
10003942,THOMAS COUNTY DETENTION CENTER,921 SMITH AVENUE,THOMASVILLE,GA,31792,COUNTY,OPEN,170,THOMAS,13275,USA,270
10006101,CHASE COUNTY JAIL,921 BROADWAY STREET,IMPERIAL,NE,69033,COUNTY,OPEN,2,CHASE,31029,USA,6
10006563,SIERRA OSAGE TREATMENT CENTER,9200 SEARS LANE,POPLAR BLUFF,MO,63901,STATE,OPEN,20,BUTLER,29023,USA,24
10004704,DOUGLAS COUNTY JAIL,920 SOUTH WASHINGTON STREET,TUSCOLA,IL,61953,COUNTY,OPEN,13,DOUGLAS,17041,USA,36
10003621,FLATHEAD COUNTY DETENTION CENTER,920 S MAIN ST,KALISPELL,MT,59901,COUNTY,OPEN,89,FLATHEAD,30029,USA,63
10001943,WARREN COUNTY REGIONAL JAIL,920 KENTUCKY ST,BOWLING GREEN,KY,42101,COUNTY,OPEN,651,WARREN,21227,USA,562
10004243,NESHOBA COUNTY LAW ENFORCEMENT CENTER,920 CHESTNUT ST,PHILADELPHIA,MS,39350,COUNTY,OPEN,-999,NESHOBA,28099,USA,64
10002398,HARTFORD JUVENILE DETENTION CENTER,920 BROAD ST,HARTFORD,CT,6106,STATE,OPEN,21,HARTFORD,9003,USA,88
10003851,BERRIEN COUNTY JAIL,919 PORT ST,ST. JOSEPH,MI,49085,COUNTY,OPEN,275,BERRIEN,26021,USA,341
10003095,DAUPHIN COUNTY WORK RELEASE CENTER,919 GIBSON BLVD,STEELTON,PA,17113,COUNTY,OPEN,261,DAUPHIN,42043,USA,-999
10006560,DATEMA HOUSE,918 SOUTH JEFFERSON,SPRINGFIELD,MO,65806,STATE,OPEN,11,GREENE,29077,USA,12
10005472,CREEK COUNTY CRIMINAL JUSTICE CENTER,9175 RIDGEVIEW ST,SAPULPA,OK,74131,COUNTY,OPEN,221,CREEK,40037,USA,-999
10001658,LAFAYETTE PARISH CORRECTIONAL CENTER,916 LAFAYETTE ST,LAFAYETTE,LA,70501,COUNTY,OPEN,1073,LAFAYETTE,22055,USA,954
10004470,CLAYTON COUNTY JAIL,9157 TARA BOULEVARD,JONESBORO,GA,30236,COUNTY,OPEN,236,CLAYTON,13063,USA,1947
10004584,LEVY COUNTY JAIL / SHERIFF,9150 NORTHEAST 80TH AVENUE,BRONSON,FL,32621,COUNTY,OPEN,167,LEVY,12075,USA,304
10001827,JOHNSON COUNTY JUVENILE DETENTION CENTER,915 WEST SPRUCE STREET,OLATHE,KS,66061,COUNTY,OPEN,-999,JOHNSON,20091,USA,69
10004902,WHITE COUNTY JAIL,915 W HANAWALT RD,MONTICELLO,IN,47960,COUNTY,OPEN,-999,WHITE,18181,USA,132
10006312,ARIZONA STATE PRISON - FLORENCE WEST,915 EAST DIVERSION DAM ROAD,FLORENCE,AZ,85132,STATE,OPEN,742,PINAL,4021,USA,750
10004886,CHEROKEE COUNTY JAIL,915 EAST COUNTRY ROAD,COLUMBUS,KS,66725,COUNTY,OPEN,87,CHEROKEE,20021,USA,106
10002027,CLAY COUNTY JAIL / SHERIFF,915 9TH AVENUE NORTH,MOORHEAD,MN,56560,COUNTY,OPEN,77,CLAY,27027,USA,90
10006425,CLEBURNE COUNTY DETENTION CENTER,914 SOUTH 9TH STREET,HEBER SPRINGS,AR,72543,COUNTY,OPEN,-999,CLEBURNE,5023,USA,90
10002863,HARRIS COUNTY LEADERSHIP ACADEMY,9120 KATY-HOCKLEY RD,KATY,TX,77493,COUNTY,OPEN,80,HARRIS,48201,USA,96
10005166,OGEMAW COUNTY CORRECTIONAL FACILITY,912 WEST HOUGHTON AVENUE,WEST BRANCH,MI,48661,COUNTY,OPEN,-999,OGEMAW,26129,USA,124
10003939,DECATUR COUNTY JAIL,912 SPRING CREEK ROAD,BAINBRIDGE,GA,39817,COUNTY,OPEN,86,DECATUR,13087,USA,-999
10006110,FURNAS COUNTY JAIL,912 R STREET,BEAVER CITY,NE,68926,COUNTY,OPEN,1,FURNAS,31065,USA,8
10006869,LIMESTONE COUNTY JAIL,912 N TYUS ST,GROESBECK,TX,76642,COUNTY,OPEN,110,LIMESTONE,48293,USA,213
10002958,COLUMBIA RIVER CORRECTIONAL INSTITUTION,9111 NE SUNDERLAND AVE,PORTLAND,OR,97211,STATE,OPEN,571,MULTNOMAH,41051,USA,595
10006135,ADAMS COUNTY JAIL,911 W PEACEKEEPERS WAY,DECATUR,IN,46733,COUNTY,OPEN,-999,ADAMS,18001,USA,-999
10004980,MARSHALL COUNTY JAIL,911 VANDER HORCK ST,BRITTON,SD,57430,COUNTY,OPEN,-999,MARSHALL,46091,USA,6
10005761,STOREY COUNTY JAIL,911 STATE ROUTE 341 S,VIRGINIA CITY,NV,89440,COUNTY,OPEN,-999,STOREY,32029,USA,25
10006497,SEAL BEACH DETENTION CENTER,911 SEAL BEACH BLVD,SEAL BEACH,CA,90740,LOCAL,OPEN,-999,ORANGE,6059,USA,30
10004141,SALINE COUNTY JAIL,911 S MAIN ST,WILBER,NE,68465,COUNTY,OPEN,74,SALINE,31151,USA,90
10003711,JACKSONVILLE PUBLIC SAFETY COMPLEX,911 PUBLIC SAFETY DRIVE SW,JACKSONVILLE,AL,36265,LOCAL,OPEN,-999,CALHOUN,1015,USA,-999
10002990,WASHOE COUNTY DETENTION FACILITY,911 PARR BLVD,RENO,NV,89512,COUNTY,OPEN,1085,WASHOE,32031,USA,1124
10005836,MECKLENBURG COUNTY JAIL / SHERIFF,911 MADISON STREET,BOYDTON,VA,23917,COUNTY,OPEN,-999,MECKLENBURG,51117,USA,-999
10005760,LYON COUNTY DETENTION FACILITY,911 HARVEY WAY,YERINGTON,NV,89447,COUNTY,OPEN,-999,LYON,32019,USA,-999
10003096,HERBERT SCHAFFNER YOUTH CENTER,911 GIBSON BLVD,STEELTON,PA,17113,COUNTY,OPEN,-999,DAUPHIN,42043,USA,24
10004481,JEFFERSON COUNTY JAIL,911 CLARKS MILL ROAD,LOUISVILLE,GA,30434,COUNTY,OPEN,24,JEFFERSON,13163,USA,126
10000686,JEFFERSON COUNTY JAIL,911 CASEY AVE,MOUNT VERNON,IL,62864,COUNTY,OPEN,-999,JEFFERSON,17081,USA,249
10001238,HILAND MOUNTAIN CORRECTIONAL CENTER,9101 HESTERBERG RD,EAGLE RIVER,AK,99577,STATE,OPEN,342,ANCHORAGE,2020,USA,404
10002708,RANDALL COUNTY JAIL,9100 S GEORGIA,AMARILLO,TX,79118,COUNTY,OPEN,441,RANDALL,48381,USA,454
10002487,PIERCE COUNTY MAIN JAIL,910 TACOMA AVE S,TACOMA,WA,98402,COUNTY,OPEN,571,PIERCE,53053,USA,600
10002780,TAYLOR COUNTY JAIL,910 S 27TH,ABILENE,TX,79602,COUNTY,OPEN,630,TAYLOR,48441,USA,874
10002814,LIMESTONE COUNTY DETENTION CENTER,910 N TYUS ST,GROESBECK,TX,76642,COUNTY,OPEN,-999,LIMESTONE,48293,USA,1006
10000188,BROWNWOOD HALFWAY HOUSE,910 FM 3254,BROWNWOOD,TX,76801,STATE,OPEN,7,BROWN,48049,USA,10
10006188,PHILADELPHIA JUVENILE JUSTICE SERVICES CENTER,91 N 48TH ST,PHILADELPHIA,PA,19139,COUNTY,OPEN,-999,PHILADELPHIA,42101,USA,150
10006433,ALEXANDER COUNTY LAW ENFORCEMENT CENTER,91 COMMERCIAL PARK AVE,TAYLORSVILLE,NC,28681,COUNTY,OPEN,-999,ALEXANDER,37003,USA,164
10000590,PUEBLO COUNTY DETENTION CENTER,909 COURT ST,PUEBLO,CO,81003,COUNTY,OPEN,545,PUEBLO,8101,USA,780
10001919,ABBOTT HOUSE,909 COURT MERRILL ST,MITCHELL,SD,57301,STATE,OPEN,-999,DAVISON,46035,USA,40
10004948,MONONA COUNTY JAIL,909 7TH STREET,ONAWA,IA,51040,COUNTY,OPEN,-999,MONONA,19133,USA,-999
10001273,LIMESTONE COUNTY JUVENILE FACILITY,908 N TYUS ST,GROESBECK,TX,76642,COUNTY,OPEN,-999,LIMESTONE,48293,USA,17
10003455,FARMINGTON BAY YOUTH CENTER,907 W CLARK LANE,FARMINGTON,UT,84025,STATE,OPEN,21,DAVIS,49011,USA,42
10000017,LORRIE YEAGER JR. JUVENILE CENTER,907 MISSION DR.,PARKERSBURG,WV,26101,STATE,OPEN,23,WOOD,54107,USA,24
10004032,WILLIAM DONALD SCHAFFER HOUSE,907 DRUID PARK LAKE DR,BALTIMORE,MD,21217,STATE,OPEN,-999,BALTIMORE (CITY),24510,USA,20
